Top Ten Entry Date,Single Name,Artist(s),Peak,Peak Date,Weeks in Top Ten,Ref,Year
2017-10-14,Sorry Not Sorry,Demi Lovato,6,2017-11-11,7,[46][47],2017
2017-10-21,Mi Gente,J Balvin and Willy William featuring Beyoncé,3,2017-10-21,7,[48],2017
2017-10-21,Thunder,Imagine Dragons,4,2017-12-02,18,[48][49],2017
2017-11-11,Perfect,Ed Sheeran1,1,2017-12-23,27,[47][50],2017
2017-11-18,Gucci Gang,Lil Pump,3,2017-12-02,9,[51][49],2017
2017-11-25,What Lovers Do,Maroon 5 featuring SZA,9,2017-11-25,4,[43],2017
2017-12-30,MotorSport,"Migos, Nicki Minaj, and Cardi B",6,2017-12-30,7,[52],2017
2017-11-11,Havana,Camila Cabello featuring Young Thug,1,2018-01-27,23,[1][2],2017
2017-12-16,No Limit,G-Eazy featuring ASAP Rocky and Cardi B,4,2018-01-06,9,[3][4],2017
2017-12-23,Bad at Love,Halsey,5,2018-01-27,10,[5][2],2017
2018-01-20,Finesse,Bruno Mars and Cardi B,3,2018-01-20,14,[6],2018
2018-01-20,Filthy,Justin Timberlake,9,2018-01-20,1,[6],2018
2018-01-27,New Rules,Dua Lipa,6,2018-02-17,5,[2][7],2018
2018-02-03,God's Plan,Drake,1,2018-02-03,26,[8],2018
2018-02-03,Diplomatic Immunity,Drake,7,2018-02-03,1,[8],2018
2018-02-10,Say Something,Justin Timberlake featuring Chris Stapleton,9,2018-02-10,1,[9],2018
2018-02-17,Pray for Me,The Weeknd and Kendrick Lamar,7,2018-02-17,6,[7],2018
2018-02-17,Stir Fry,Migos,8,2018-02-17,4,[7],2018
2018-02-17,Meant to Be,Bebe Rexha and Florida Georgia Line,2,2018-03-31,19,[7][10],2018
2018-02-24,Look Alive,BlocBoy JB featuring Drake,5,2018-03-03,13,[11][12],2018
2018-02-24,All the Stars,Kendrick Lamar and SZA,7,2018-03-03,4,[11][12],2018
2018-03-10,Psycho,Post Malone featuring Ty Dolla Sign,1,2018-06-16,21,[13][14],2018
2018-03-17,The Middle,"Zedd, Maren Morris and Grey",5,2018-04-28,16,[15][16],2018
2018-03-31,Sad!,XXXTentacion,1,2018-06-30,6,[10][17],2018
2018-03-31,Freaky Friday,Lil Dicky featuring Chris Brown,8,2018-04-07,5,[10][18],2018
2018-04-14,Call Out My Name,The Weeknd,4,2018-04-14,1,[19],2018
2018-04-14,Walk It Talk It,Migos featuring Drake,10,2018-04-14,1,[19],2018
2018-04-21,Nice for What,Drake,1,2018-04-21,17,[20],2018
2018-04-21,I Like It,"Cardi B, Bad Bunny and J Balvin",1,2018-07-07,21,[20][21],2018
2018-04-28,Chun-Li,Nicki Minaj,10,2018-04-28,1,[16],2018
2018-05-05,No Tears Left to Cry,Ariana Grande,3,2018-05-05,12,[22],2018
2018-05-05,ATM,J. Cole,6,2018-05-05,1,[22],2018
2018-05-05,Kevin's Heart,J. Cole,8,2018-05-05,1,[22],2018
2018-05-05,KOD,J. Cole,10,2018-05-05,1,[22],2018
2018-05-12,Never Be the Same,Camila Cabello,6,2018-05-12,3,[23],2018
2018-05-12,Better Now,Post Malone,3,2018-10-06,19,[23][24],2018
2018-05-19,This Is America,Childish Gambino,1,2018-05-19,5,[25],2018
2018-06-02,Yes Indeed,Lil Baby and Drake,6,2018-06-02,2,[26],2018
2018-06-02,Boo'd Up,Ella Mai,5,2018-07-21,12,[26][27],2018
2018-06-02,Fake Love,BTS,10,2018-06-02,1,[26],2018
2018-06-16,Girls Like You,Maroon 5 featuring Cardi B,1,2018-09-29,33,[14][28],2018
2018-06-16,Yikes,Kanye West,8,2018-06-16,1,[14],2018
2018-06-16,Lucid Dreams,Juice Wrld,2,2018-10-06,26,[14][24],2018
2018-07-14,Nonstop,Drake,2,2018-07-14,1,[29],2018
2018-07-14,In My Feelings,Drake,1,2018-07-21,14,[29][27],2018
2018-07-14,I'm Upset,Drake,7,2018-07-14,1,[29],2018
2018-07-14,Emotionless,Drake,8,2018-07-14,1,[29],2018
2018-07-14,Don't Matter to Me,Drake featuring Michael Jackson,9,2018-07-14,1,[29],2018
2018-08-04,Fefe,6ix9ine featuring Nicki Minaj and Murda Beatz,3,2018-08-11,11,[30][31],2018
2018-08-04,Taste,Tyga featuring Offset,8,2018-08-25,8,[30][32],2018
2018-08-11,No Brainer,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",5,2018-08-11,2,[31],2018
2018-08-18,Sicko Mode,Travis Scott,1,2018-12-08,32,[33][34],2018
2018-08-18,Stargazing,Travis Scott,8,2018-08-18,1,[33],2018
2018-09-01,God Is a Woman,Ariana Grande,8,2018-09-01,2,[35],2018
2018-09-08,Love Lies,Khalid and Normani,9,2018-09-08,3,[36],2018
2018-09-15,Lucky You,Eminem featuring Joyner Lucas,6,2018-09-15,1,[37],2018
2018-09-15,The Ringer,Eminem,8,2018-09-15,1,[37],2018
2018-09-22,I Love It,Kanye West and Lil Pump,6,2018-09-22,3,[38],2018
2018-09-29,Killshot,Eminem,3,2018-09-29,2,[28],2018
2018-09-29,Youngblood,5 Seconds of Summer,7,2018-10-20,7,[28][39],2018
2018-10-13,Mona Lisa,Lil Wayne featuring Kendrick Lamar,2,2018-10-13,1,[40],2018
2018-10-13,Don't Cry,Lil Wayne featuring XXXTentacion,5,2018-10-13,1,[40],2018
2018-10-13,Uproar,Lil Wayne,7,2018-10-13,1,[40],2018
2018-10-13,Let It Fly,Lil Wayne featuring Travis Scott,10,2018-10-13,1,[40],2018
2018-10-20,Drip Too Hard,Lil Baby and Gunna,4,2018-10-20,15,[39],2018
2018-10-27,Zeze,Kodak Black featuring Travis Scott and Offset,2,2018-10-27,13,[41],2018
2018-10-27,Mia,Bad Bunny featuring Drake,5,2018-10-27,1,[41],2018
2018-11-10,Mo Bamba,Sheck Wes,6,2018-12-08,6,[42][34],2018
2018-11-17,"Thank U, Next",Ariana Grande,1,2018-11-17,17,[43],2018
2018-12-15,Going Bad,Meek Mill featuring Drake,6,2018-12-15,2,[44],2018
2001-12-22,Always on Time,Ja Rule featuring Ashanti,1,2002-02-23,16,,2001
2001-12-29,My Sacrifice,Creed,4,2002-02-09,11,,2001
2002-01-05,A Woman's Worth,Alicia Keys,7,2002-02-09,7,,2002
2002-01-26,Wherever You Will Go,The Calling,5,2002-03-16,11,,2002
2002-02-02,Hey Baby,No Doubt featuring Bounty Killer,5,2002-03-02,7,,2002
2002-02-02,In the End,Linkin Park,2,2002-03-30,13,,2002
2002-02-09,Ain't It Funny (Murder Remix),Jennifer Lopez featuring Ja Rule,1,2002-03-09,15,,2002
2002-02-23,What About Us?,Brandy,7,2002-03-16,5,,2002
2002-03-02,7 Days,Craig David,10,2002-03-02,1,,2002
2002-03-09,Blurry,Puddle of Mudd,5,2002-05-11,13,,2002
2002-03-16,Can't Get You Out of My Head,Kylie Minogue,7,2002-03-23,3,,2002
2002-03-23,Oops (Oh My),Tweet featuring Missy Elliott,7,2002-05-04,7,,2002
2002-03-23,What's Luv?,Fat Joe featuring Ashanti and Ja Rule,2,2002-04-06,14,,2002
2002-03-30,Foolish,Ashanti,1,2002-04-20,17,,2002
2002-03-30,Girlfriend,'N Sync featuring Nelly,5,2002-04-06,6,,2002
2002-04-06,U Don't Have to Call,Usher,3,2002-05-04,12,,2002
2002-04-20,A Thousand Miles,Vanessa Carlton,5,2002-05-18,15,,2002
2002-04-27,I Need a Girl (Part One),P. Diddy featuring Usher and Loon,2,2002-05-25,11,,2002
2002-05-04,Don't Let Me Get Me,Pink,8,2002-05-11,4,,2002
2002-05-11,All You Wanted,Michelle Branch,6,2002-05-25,5,,2002
2002-05-18,Underneath Your Clothes,Shakira,9,2002-05-18,1,,2002
2002-05-25,The Middle,Jimmy Eat World,5,2002-06-22,10,,2002
2002-05-25,Without Me,Eminem,2,2002-06-29,12,,2002
2002-06-01,Hot in Herre,Nelly,1,2002-06-29,18,,2002
2002-06-08,Addictive,Truth Hurts featuring Rakim,9,2002-06-08,6,,2002
2002-06-15,Oh Boy,Cam'ron featuring Juelz Santana,4,2002-07-06,8,,2002
2002-06-29,Hero,Chad Kroeger featuring Josey Scott,3,2002-07-13,8,,2002
2002-06-29,I'm Gonna Be Alright,Jennifer Lopez featuring Nas,10,2002-06-29,5,,2002
2002-07-13,Complicated,Avril Lavigne,2,2002-08-03,16,,2002
2002-07-13,I Need a Girl (Part Two),"P. Diddy featuring Tammy Ruggeri, Ginuwine, Loon, and Mario Winans",4,2002-08-03,14,,2002
2002-07-27,Dilemma,Nelly featuring Kelly Rowland,1,2002-08-17,19,,2002
2002-08-03,Down 4 U,"Irv Gotti presents The Inc. featuring Ja Rule, Ashanti, Charli Baltimore and Vita",6,2002-08-17,5,,2002
2002-08-03,Just a Friend 2002,Mario,4,2002-08-24,8,,2002
2002-08-10,Heaven,DJ Sammy and Yanou featuring Do,8,2002-08-10,2,,2002
2002-08-10,Nothin',N.O.R.E.,10,2002-08-10,4,,2002
2002-08-17,Just Like a Pill,Pink,8,2002-08-17,7,,2002
2002-08-24,Gangsta Lovin',Eve featuring Alicia Keys,2,2002-09-14,12,,2002
2002-08-24,Happy,Ashanti,8,2002-09-07,6,,2002
2002-08-31,Cleanin' Out My Closet,Eminem,4,2002-09-21,7,,2002
2002-08-31,Long Time Gone,Dixie Chicks,7,2002-08-31,1,,2002
2002-09-14,One Last Breath,Creed,6,2002-09-28,7,,2002
2002-09-28,Gotta Get thru This,Daniel Bedingfield,10,2002-09-28,1,,2002
2002-10-05,Hey Ma,"Cam'ron featuring Juelz Santana, Freekey Zekey and Toya",3,2002-11-02,10,,2002
2002-10-05,A Moment Like This,Kelly Clarkson,1,2002-10-05,7,,2002
2002-10-05,Move Bitch,Ludacris featuring Mystikal and Infamous 2.0,10,2002-10-05,2,,2002
2002-10-12,Work It,Missy Elliott,2,2002-11-16,16,,2002
2002-10-19,Lose Yourself,Eminem,1,2002-11-09,16,,2002
2002-10-19,Luv U Better,LL Cool J,4,2002-11-16,9,,2002
2002-10-19,Underneath It All,No Doubt featuring Lady Saw,3,2002-11-23,12,,2002
2002-11-02,The Game of Love,Santana featuring Michelle Branch,5,2002-11-30,11,,2002
2002-11-02,Sk8er Boi,Avril Lavigne,10,2002-11-02,1,,2002
2002-11-09,Die Another Day,Madonna,8,2002-11-09,4,,2002
2002-11-16,Gimme the Light,Sean Paul,7,2002-12-07,6,,2002
2002-11-23,Jenny from the Block,Jennifer Lopez featuring Jadakiss and Styles,3,2002-12-07,9,,2002
2002-12-07,'03 Bonnie & Clyde,Jay-Z featuring Beyoncé,4,2002-12-28,11,,2002
2002-12-14,Don't Mess with My Man,Nivea featuring Brian and Brandon Casey,8,2002-12-21,7,,2002
1980-11-29,Love on the Rocks,Neil Diamond,2,1981-01-10,10,,1980
1980-12-13,Guilty,Barbra Streisand and Barry Gibb,3,1981-01-10,7,,1980
1980-12-20,Every Woman in the World,Air Supply,5,1981-01-31,8,,1980
1980-12-27,The Tide Is High,Blondie,1,1981-01-31,10,,1980
1980-12-27,Tell It Like It Is,Heart,8,1981-01-10,4,,1980
1981-01-10,Passion,Rod Stewart,5,1981-02-07,6,,1981
1981-01-17,"De Do Do Do, De Da Da Da",The Police,10,1981-01-17,2,,1981
1981-01-24,I Love a Rainy Night,Eddie Rabbitt,1,1981-02-28,9,,1981
1981-01-24,It's My Turn,Diana Ross,9,1981-01-24,3,,1981
1981-01-31,Celebration,Kool & the Gang,1,1981-02-07,7,,1981
1981-01-31,9 to 5,Dolly Parton,1,1981-02-21,9,,1981
1981-01-31,I Made It Through the Rain,Barry Manilow,10,1981-01-31,1,,1981
1981-02-07,Woman,John Lennon,2,1981-03-21,12,,1981
1981-02-07,Givin' It Up for Your Love,Delbert McClinton,8,1981-02-21,5,,1981
1981-02-14,Keep On Loving You,REO Speedwagon,1,1981-03-21,9,,1981
1981-02-14,Hey Nineteen,Steely Dan,10,1981-02-14,2,,1981
1981-02-21,The Best of Times,Styx,3,1981-03-21,10,,1981
1981-02-21,Same Old Lang Syne,Dan Fogelberg,9,1981-02-21,2,,1981
1981-02-28,The Winner Takes It All,ABBA,8,1981-03-14,4,,1981
1981-03-07,Crying,Don McLean,5,1981-03-21,6,,1981
1981-03-07,Hello Again,Neil Diamond,6,1981-03-28,5,,1981
1981-03-14,Rapture,Blondie,1,1981-03-28,8,,1981
1981-03-21,What Kind of Fool,Barbra Streisand and Barry Gibb,10,1981-03-21,3,,1981
1981-03-28,Kiss on My List,Hall & Oates,1,1981-04-11,8,,1981
1981-03-28,Just the Two of Us,Grover Washington Jr. & Bill Withers,2,1981-05-02,11,,1981
1981-04-04,While You See a Chance,Steve Winwood,7,1981-04-18,5,,1981
1981-04-11,Morning Train (Nine to Five),Sheena Easton,1,1981-05-02,6,,1981
1981-04-11,Don't Stand So Close to Me,The Police,10,1981-04-11,3,,1981
1981-04-18,Being with You,Smokey Robinson,2,1981-05-23,10,,1981
1981-04-18,Angel of the Morning,Juice Newton,4,1981-05-02,6,,1981
1981-05-02,Bette Davis Eyes,Kim Carnes,1,1981-05-16,14,,1981
1981-05-02,Living Inside Myself,Gino Vannelli,6,1981-05-30,7,,1981
1981-05-02,I Can't Stand It,Eric Clapton,10,1981-05-02,2,,1981
1981-05-09,Sukiyaki,A Taste of Honey,3,1981-06-13,8,,1981
1981-05-09,Take It on the Run,REO Speedwagon,5,1981-05-30,6,,1981
1981-05-16,Too Much Time on My Hands,Styx,9,1981-05-23,3,,1981
1981-05-23,Stars on 45 (Medley),Stars on 45,1,1981-06-20,8,,1981
1981-05-23,Watching the Wheels,John Lennon,10,1981-05-23,2,,1981
1981-05-30,A Woman Needs Love (Just Like You Do),Ray Parker Jr. & Raydio,4,1981-06-20,6,,1981
1981-06-06,America,Neil Diamond,8,1981-06-13,4,,1981
1981-06-06,Sweetheart,Franke and the Knockouts,10,1981-06-06,2,,1981
1981-06-13,All Those Years Ago,George Harrison,2,1981-07-04,6,,1981
1981-06-20,The One That You Love,Air Supply,1,1981-07-25,8,,1981
1981-06-20,Jessie's Girl,Rick Springfield,1,1981-08-01,12,,1981
1981-06-20,You Make My Dreams,Hall & Oates,5,1981-07-04,6,,1981
1981-06-27,Elvira,The Oak Ridge Boys,5,1981-07-25,8,,1981
1981-07-04,Believe It or Not (Theme from The Greatest American Hero),Joey Scarbury,2,1981-08-15,10,,1981
1981-07-04,I Don't Need You,Kenny Rogers,3,1981-08-15,8,,1981
1981-07-11,Slow Hand,The Pointer Sisters,2,1981-08-29,11,,1981
1981-07-18,The Boy from New York City,The Manhattan Transfer,7,1981-08-08,6,,1981
1981-07-25,Hearts,Marty Balin,8,1981-08-08,4,,1981
1981-08-01,Queen of Hearts,Juice Newton,2,1981-09-19,10,,1981
1981-08-08,Endless Love,Diana Ross and Lionel Richie,1,1981-08-15,13,,1981
1981-08-15,(There's) No Gettin' Over Me,Ronnie Milsap,5,1981-09-05,8,,1981
1981-08-22,Stop Draggin' My Heart Around,Stevie Nicks & Tom Petty,3,1981-09-05,10,,1981
1981-08-22,Lady (You Bring Me Up),Commodores,8,1981-09-05,6,,1981
1981-08-29,Urgent,Foreigner,4,1981-09-05,7,,1981
1981-08-29,Who's Crying Now,Journey,4,1981-10-03,8,,1981
1981-09-12,Arthur's Theme (Best That You Can Do),Christopher Cross,1,1981-10-17,12,,1981
1981-09-12,Step by Step,Eddie Rabbitt,5,1981-10-17,8,,1981
1981-09-26,Start Me Up,The Rolling Stones,2,1981-10-31,11,,1981
1981-10-03,Hold On Tight,Electric Light Orchestra,10,1981-10-03,2,,1981
1981-10-10,Private Eyes,Hall & Oates,1,1981-11-07,9,,1981
1981-10-10,For Your Eyes Only,Sheena Easton,4,1981-10-17,5,,1981
1981-10-17,The Night Owls,Little River Band,6,1981-11-07,6,,1981
1981-10-17,Hard to Say,Dan Fogelberg,7,1981-10-31,4,,1981
1981-10-24,I've Done Everything for You,Rick Springfield,8,1981-11-07,4,,1981
1981-10-31,Tryin' To Live My Life Without You,Bob Seger,5,1981-11-07,5,,1981
1981-11-07,Waiting for a Girl Like You,Foreigner,2,1981-11-28,15,,1981
1981-11-07,Here I Am,Air Supply,5,1981-11-21,6,,1981
1981-11-14,Physical,Olivia Newton-John,1,1981-11-21,15,,1981
1981-11-14,Hill Street Blues Theme,Mike Post and Larry Carlton,10,1981-11-14,2,,1981
1981-11-21,Every Little Thing She Does Is Magic,The Police,3,1981-12-05,4,,1981
1981-11-28,Oh No,Commodores,4,1981-12-05,4,,1981
1981-11-28,Why Do Fools Fall in Love,Diana Ross,7,1981-12-19,6,,1981
1981-12-05,Let's Groove,"Earth, Wind & Fire",3,1981-12-19,9,,1981
1981-12-05,Young Turks,Rod Stewart,5,1981-12-19,6,,1981
1981-12-12,Don't Stop Believin',Journey,9,1981-12-19,4,,1981
2006-11-11,Fergalicious,Fergie featuring will.i.am,2,2007-01-13,14,,2006
2006-12-16,We Fly High,Jim Jones,5,2007-02-03,10,,2006
2006-12-23,Say It Right,Nelly Furtado,1,2007-02-24,14,,2006
2007-01-13,It Ends Tonight,The All-American Rejects,8,2007-01-13,3,,2007
2007-01-20,Welcome to the Black Parade,My Chemical Romance,9,2007-01-20,3,,2007
2007-02-03,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,2,2007-02-03,9,,2007
2007-02-03,It's Not Over,Daughtry,4,2007-02-10,10,,2007
2007-02-10,Runaway Love,Ludacris featuring Mary J. Blige,2,2007-03-03,5,,2007
2007-02-10,The Sweet Escape,Gwen Stefani featuring Akon,2,2007-04-14,15,,2007
2007-02-10,What Goes Around... Comes Around,Justin Timberlake,1,2007-03-03,9,,2007
2007-02-17,Walk It Out,Unk,10,2007-02-17,1,,2007
2007-02-17,You,Lloyd featuring Lil Wayne,9,2007-02-17,1,,2007
2007-02-24,Cupid's Chokehold,Gym Class Heroes featuring Patrick Stump,4,2007-03-31,11,,2007
2007-02-24,Glamorous,Fergie featuring Ludacris,1,2007-03-24,13,,2007
2007-03-03,Don't Matter,Akon,1,2007-04-07,13,,2007
2007-03-03,Not Ready to Make Nice,Dixie Chicks,4,2007-03-03,1,,2007
2007-03-10,Break It Off,Rihanna featuring Sean Paul,9,2007-03-17,2,,2007
2007-03-10,This Is Why I'm Hot,Mims,1,2007-03-10,9,,2007
2007-03-17,Girlfriend,Avril Lavigne,1,2007-05-05,18,,2007
2007-03-31,Throw Some D's,Rich Boy featuring Polow da Don,6,2007-03-31,2,,2007
2007-04-07,Beautiful Liar,Beyoncé and Shakira,3,2007-04-07,4,,2007
2007-04-14,Last Night,Diddy featuring Keyshia Cole,10,2007-04-14,2,,2007
2007-04-21,What I've Done,Linkin Park,7,2007-04-21,1,,2007
2007-04-21,Buy U a Drank (Shawty Snappin'),T-Pain featuring Yung Joc,1,2007-05-26,17,,2007
2007-04-21,Give It to Me,Timbaland featuring Nelly Furtado and Justin Timberlake,1,2007-04-21,7,,2007
2007-05-05,I Tried,Bone Thugs-n-Harmony featuring Akon,6,2007-05-26,4,,2007
2007-05-05,U + Ur Hand,Pink,9,2007-05-05,2,,2007
2007-05-12,I'll Stand by You,Carrie Underwood,6,2007-05-12,2,,2007
2007-05-12,Never Again,Kelly Clarkson,8,2007-05-12,2,,2007
2007-05-12,Because of You,Ne-Yo,2,2007-05-19,3,,2007
2007-05-12,Makes Me Wonder,Maroon 5,1,2007-05-12,12,,2007
2007-05-26,"Pop, Lock & Drop It",Huey,6,2007-06-02,5,,2007
2007-06-02,Before He Cheats,Carrie Underwood,8,2007-06-02,2,,2007
2007-06-02,Home,Daughtry,5,2007-06-02,3,,2007
2007-06-02,Summer Love,Justin Timberlake,6,2007-06-09,7,,2007
2007-06-09,Big Girls Don't Cry,Fergie,1,2007-09-08,21,,2007
2007-06-09,Party Like a Rockstar,Shop Boyz,2,2007-06-09,11,,2007
2007-06-09,Umbrella,Rihanna featuring Jay-Z,1,2007-06-09,14,,2007
2007-06-23,Hey There Delilah,Plain White T's,1,2007-07-28,14,,2007
2007-06-23,Rehab,Amy Winehouse,9,2007-06-30,4,,2007
2007-06-30,Lip Gloss,Lil Mama,10,2007-06-30,1,,2007
2007-07-07,Make Me Better,Fabolous featuring Ne-Yo,8,2007-08-25,8,,2007
2007-07-14,The Way I Are,Timbaland featuring Keri Hilson and D.O.E.,3,2007-08-25,19,,2007
2007-07-21,Bartender,T-Pain featuring Akon,5,2007-09-22,10,,2007
2007-07-21,A Bay Bay,Hurricane Chris,7,2007-07-28,7,,2007
2007-07-21,Big Things Poppin' (Do It),T.I.,9,2007-07-21,1,,2007
2007-08-04,What Time Is It?,High School Musical Cast,6,2007-08-04,1,,2007
2007-08-04,"Sorry, Blame It on Me",Akon,7,2007-08-04,1,,2007
2007-08-11,Beautiful Girls,Sean Kingston,1,2007-08-11,7,,2007
2007-08-18,Stronger,Kanye West,1,2007-09-29,16,,2007
2007-08-25,Shawty,Plies featuring T-Pain,9,2007-09-08,5,,2007
2007-09-01,Crank That (Soulja Boy),Soulja Boy Tell 'Em,1,2007-09-15,18,,2007
2007-09-15,Rockstar,Nickelback,6,2007-09-22,4,,2007
2007-09-22,Let It Go,Keyshia Cole featuring Missy Elliott and Lil' Kim,7,2007-09-29,4,,2007
2007-09-29,Ayo Technology,50 Cent featuring Justin Timberlake,5,2007-09-29,2,,2007
2007-09-29,Bed,J. Holiday,5,2007-10-06,5,,2007
2007-09-29,Who Knew,Pink,9,2007-09-29,2,,2007
2007-10-06,Bubbly,Colbie Caillat,5,2007-10-27,17,,2007
2007-10-13,1234,Feist,8,2007-10-13,1,,2007
2007-10-13,Apologize,Timbaland featuring OneRepublic,2,2007-11-10,25,,2007
2007-10-13,Gimme More,Britney Spears,3,2007-10-13,3,,2007
2007-10-20,Good Life,Kanye West featuring T-Pain,7,2007-11-10,11,,2007
2007-10-20,No One,Alicia Keys,1,2007-12-01,22,,2007
2007-11-03,Cyclone,Baby Bash featuring T-Pain,7,2007-11-03,6,,2007
2007-11-03,Hate That I Love You,Rihanna featuring Ne-Yo,7,2007-12-22,8,,2007
2007-11-03,Kiss Kiss,Chris Brown featuring T-Pain,1,2007-11-10,15,,2007
2007-12-01,Clumsy,Fergie,5,2007-12-22,12,,2007
2007-12-22,Tattoo,Jordin Sparks,8,2007-12-29,6,,2007
2020-08-01,Go Crazy,Chris Brown and Young Thug,3,2021-03-06,13,[2][3],2020
2020-11-14,34+35,Ariana Grande1,2,2021-01-30,10,[4][5],2020
2021-01-09,Levitating,Dua Lipa featuring DaBaby3,2,2021-05-22,41,[6][7],2021
2021-01-16,Anyone,Justin Bieber,6,2021-01-16,1,[8],2021
2021-01-16,Bang!,AJR,8,2021-01-23,4,[8][9],2021
2021-01-23,Drivers License,Olivia Rodrigo,1,2021-01-23,16,[10],2021
2021-01-23,Wasted on You,Morgan Wallen,9,2021-01-23,1,[9],2021
2021-01-23,Good Days,SZA,9,2021-02-06,3,[9][11],2021
2021-02-13,Save Your Tears,The Weeknd and Ariana Grande2,1,2021-05-08,27,[12][13],2021
2021-02-13,Whoopty,CJ,10,2021-02-13,1,[12],2021
2021-02-20,Up,Cardi B,1,2021-03-27,12,[14][15],2021
2021-02-20,What You Know Bout Love,Pop Smoke,9,2021-03-13,4,[14][16],2021
2021-02-27,Calling My Phone,Lil Tjay featuring 6lack,3,2021-02-27,3,[17],2021
2021-03-20,What's Next,Drake,1,2021-03-20,3,[18],2021
2021-03-20,Wants and Needs,Drake featuring Lil Baby,2,2021-03-20,2,[18],2021
2021-03-20,Lemon Pepper Freestyle,Drake featuring Rick Ross,3,2021-03-20,1,[18],2021
2021-03-20,Leave the Door Open,Silk Sonic (Bruno Mars and Anderson .Paak),1,2021-04-17,18,[18][19],2021
2021-04-03,Peaches,Justin Bieber featuring Daniel Caesar and Giveon,1,2021-04-03,16,[20],2021
2021-04-10,Montero (Call Me by Your Name),Lil Nas X,1,2021-04-10,20,[21],2021
2021-04-17,Deja Vu,Olivia Rodrigo,3,2021-06-05,15,[19][22],2021
2021-04-17,Astronaut in the Ocean,Masked Wolf,6,2021-05-22,11,[19][7],2021
2021-04-24,Rapstar,Polo G,1,2021-04-24,5,[23],2021
2021-04-24,Kiss Me More,Doja Cat featuring SZA,3,2021-07-10,27,[23][24],2021
2021-05-15,Without You,The Kid Laroi and Miley Cyrus,8,2021-05-15,2,[25],2021
2021-05-15,Your Power,Billie Eilish,10,2021-05-15,1,[25],2021
2021-05-22,Interlude,J. Cole,8,2021-05-22,1,[7],2021
2021-05-29,Good 4 U,Olivia Rodrigo,1,2021-05-29,24,[26],2021
2021-05-29,My Life,"J. Cole, 21 Savage and Morray",2,2021-05-29,1,[26],2021
2021-05-29,Amari,J. Cole,5,2021-05-29,1,[26],2021
2021-05-29,Pride Is the Devil,J. Cole and Lil Baby,7,2021-05-29,1,[26],2021
2021-05-29,95 South,J. Cole,8,2021-05-29,1,[26],2021
2021-06-05,Butter,BTS,1,2021-06-05,15,[22],2021
2021-06-05,Traitor,Olivia Rodrigo,9,2021-06-05,1,[22],2021
2021-06-19,Yonaguni,Bad Bunny,10,2021-06-19,1,[27],2021
2021-07-10,Bad Habits,Ed Sheeran,2,2021-08-28,26,[24][28],2021
2021-07-24,Permission to Dance,BTS,1,2021-07-24,3,[29],2021
2021-07-24,Stay,The Kid Laroi and Justin Bieber,1,2021-08-14,44,[29][30],2021
2021-08-07,Industry Baby,Lil Nas X and Jack Harlow,1,2021-10-23,21,[31][32],2021
2021-08-21,Take My Breath,The Weeknd,6,2021-08-21,1,[33],2021
2021-08-28,Rumors,Lizzo featuring Cardi B,4,2021-08-28,1,[28],2021
2021-09-11,Hurricane,Kanye West,6,2021-09-11,1,[34],2021
2021-09-11,Fancy Like,Walker Hayes,3,2021-10-16,11,[34][35],2021
2021-09-11,Jail,Kanye West,10,2021-09-11,1,[34],2021
2021-09-18,Way 2 Sexy,Drake featuring Future and Young Thug,1,2021-09-18,9,[36],2021
2021-09-18,Girls Want Girls,Drake featuring Lil Baby,2,2021-09-18,2,[36],2021
2021-09-18,Fair Trade,Drake featuring Travis Scott,3,2021-09-18,1,[36],2021
2021-09-18,Champagne Poetry,Drake,4,2021-09-18,1,[36],2021
2021-09-18,Knife Talk,Drake featuring 21 Savage and Project Pat,4,2021-09-25,5,[36][37],2021
2021-09-18,In the Bible,Drake featuring Lil Durk and Giveon,7,2021-09-18,1,[36],2021
2021-09-18,Papi's Home,Drake,8,2021-09-18,1,[36],2021
2021-09-18,TSU,Drake,9,2021-09-18,1,[36],2021
2021-09-18,Love All,Drake featuring Jay-Z,10,2021-09-18,1,[36],2021
2021-10-09,My Universe,Coldplay and BTS,1,2021-10-09,1,[38],2021
2021-10-16,Essence,Wizkid featuring Justin Bieber and Tems,9,2021-10-23,2,[35][32],2021
2021-10-30,Easy on Me,Adele,1,2021-10-30,23,[39],2021
2021-11-06,Need to Know,Doja Cat,8,2021-11-13,9,[40][41],2021
2021-11-20,One Right Now,Post Malone and The Weeknd,6,2021-11-20,1,[42],2021
2021-11-20,Smokin out the Window,Silk Sonic (Bruno Mars and Anderson .Paak),5,2021-11-27,3,[42][43],2021
2021-11-27,All Too Well (Taylor's Version),Taylor Swift,1,2021-11-27,2,[43],2021
